distance,s_lon,s_lat,d_lon,d_lat,from_customer_code,to_customer_code
8208.27,72.5537185,22.9626452,72.6118525,22.9625454,28664.0,26991.0
0.0,72.5537185,22.9626452,72.5537185,22.9626452,28664.0,28664.0
9339.68,72.5537185,22.9626452,72.6239483,22.9630612,28664.0,27307.0
2941.46,72.5537185,22.9626452,72.58013145,22.9631487,28664.0,28372.0
9258.73,72.5537185,22.9626452,72.6228782,22.9635816,28664.0,28369.0
6857.17,72.5537185,22.9626452,72.58800605,22.96375025,28664.0,28438.0
8526.99,72.5537185,22.9626452,72.613136,22.9643857,28664.0,28606.0
19563.52,72.5537185,22.9626452,72.4509436,22.91267775,28664.0,28398.0
2160.07,72.6239483,22.9630612,72.6050893,22.9610106,27307.0,27418.0
571.12,72.6239483,22.9630612,72.6239167,22.9613866,27307.0,27319.0
1832.83,72.6239483,22.9630612,72.6118525,22.9625454,27307.0,26991.0
9233.62,72.6239483,22.9630612,72.5537185,22.9626452,27307.0,28664.0
0.0,72.6239483,22.9630612,72.6239483,22.9630612,27307.0,27307.0
5196.65,72.6239483,22.9630612,72.58013145,22.9631487,27307.0,28372.0
226.35,72.6239483,22.9630612,72.6228782,22.9635816,27307.0,28369.0
4995.46,72.6239483,22.9630612,72.58800605,22.96375025,27307.0,28438.0
2151.55,72.6239483,22.9630612,72.613136,22.9643857,27307.0,28606.0
25409.48,72.6239483,22.9630612,72.4509436,22.91267775,27307.0,28398.0
4633.04,72.58013145,22.9631487,72.6050893,22.9610106,28372.0,27418.0
6592.01,72.58013145,22.9631487,72.6239167,22.9613866,28372.0,27319.0
5643.79,72.58013145,22.9631487,72.6118525,22.9625454,28372.0,26991.0
2941.46,72.58013145,22.9631487,72.5537185,22.9626452,28372.0,28664.0
6775.21,72.58013145,22.9631487,72.6239483,22.9630612,28372.0,27307.0
0.0,72.58013145,22.9631487,72.58013145,22.9631487,28372.0,28372.0
6694.26,72.58013145,22.9631487,72.6228782,22.9635816,28372.0,28369.0
903.7,72.58013145,22.9631487,72.58800605,22.96375025,28372.0,28438.0
5962.52,72.58013145,22.9631487,72.613136,22.9643857,28372.0,28606.0
22566.29,72.58013145,22.9631487,72.4509436,22.91267775,28372.0,28398.0
2061.21,72.6228782,22.9635816,72.6050893,22.9610106,28369.0,27418.0
385.2,72.6228782,22.9635816,72.6239167,22.9613866,28369.0,27319.0
