Dist,HeadCount,Serviceability
Muthu-MW,30,83.88888888888889
Muthu-MW,31,84.16666666666667
Muthu-MW,32,84.72222222222221
Muthu-MW,33,85.0
Muthu-MW,34,85.69444444444444
Muthu-MW,35,86.38888888888889
Muthu-MW,36,86.66666666666667
Muthu-MW,37,87.36111111111111
Muthu-MW,38,87.5
Muthu-MW,39,88.05555555555556
Muthu-MW,40,88.19444444444444
Muthu-MW,41,88.61111111111111
Muthu-MW,42,89.16666666666667
Muthu-MW,43,89.72222222222223
Muthu-MW,44,90.41666666666667
Muthu-MW,45,91.11111111111111
Muthu-MW,46,92.08333333333333
Muthu-MW,47,92.63888888888889
Muthu-MW,48,93.47222222222223
Muthu-MW,49,94.02777777777777
Muthu-MW,50,94.72222222222221
Muthu-MW,51,95.27777777777777
Muthu-MW,52,95.97222222222223
Muthu-MW,53,96.11111111111111
Muthu-MW,54,96.66666666666667
Muthu-MW,55,97.22222222222221
Muthu-MW,56,97.5
Muthu-MW,57,97.77777777777777
Muthu-MW,58,97.91666666666666
Muthu-MW,59,98.05555555555556
Muthu-MW,60,98.19444444444444
Muthu-MW,62,98.33333333333333
Muthu-MW,63,98.75
Muthu-MW,65,98.88888888888889
Muthu-MW,66,99.02777777777779
Muthu-MW,67,99.16666666666667
Muthu-MW,69,99.30555555555556
Muthu-MW,72,99.44444444444444
Muthu-MW,73,99.58333333333333
Muthu-MW,75,99.72222222222223
Muthu-MW,80,100.0
Patpadganj,0,38.47222222222222
Patpadganj,1,53.19444444444444
Patpadganj,2,57.22222222222222
Patpadganj,3,63.74999999999999
Patpadganj,4,70.83333333333334
Patpadganj,5,76.38888888888889
Patpadganj,6,79.86111111111111
Patpadganj,7,82.77777777777777
Patpadganj,8,84.86111111111111
Patpadganj,9,86.25
Patpadganj,10,88.05555555555556
Patpadganj,11,91.11111111111111
Patpadganj,12,92.63888888888889
Patpadganj,13,93.88888888888889
Patpadganj,14,95.55555555555556
Patpadganj,15,96.80555555555556
Patpadganj,16,97.77777777777777
Patpadganj,17,98.47222222222223
Patpadganj,18,99.02777777777779
Patpadganj,19,99.30555555555556
Patpadganj,20,99.44444444444444
Patpadganj,21,99.58333333333333
Patpadganj,22,99.86111111111111
Patpadganj,23,100.0
Pharmeasy Wholesale - Varanasi,0,26.666666666666668
Pharmeasy Wholesale - Varanasi,1,89.33333333333333
Pharmeasy Wholesale - Varanasi,2,99.33333333333333
Pharmeasy Wholesale - Varanasi,3,100.0
Sachdeva Medicals,0,11.481481481481481
Sachdeva Medicals,1,29.259259259259256
Sachdeva Medicals,2,51.48148148148148
Sachdeva Medicals,3,67.4074074074074
Sachdeva Medicals,4,84.81481481481481
Sachdeva Medicals,5,88.88888888888889
Sachdeva Medicals,6,92.22222222222223
Sachdeva Medicals,7,95.55555555555556
Sachdeva Medicals,8,98.14814814814815
Sachdeva Medicals,9,99.62962962962963
Sachdeva Medicals,10,100.0
Sachdeva Prayagraj,0,18.51851851851852
Sachdeva Prayagraj,1,84.44444444444444
Sachdeva Prayagraj,2,99.62962962962963
Sachdeva Prayagraj,3,100.0
Shreeji Distributors - Hyderabad,0,46.111111111111114
Shreeji Distributors - Hyderabad,1,62.5
Shreeji Distributors - Hyderabad,2,68.33333333333333
Shreeji Distributors - Hyderabad,3,70.83333333333334
Shreeji Distributors - Hyderabad,4,75.0
Shreeji Distributors - Hyderabad,5,77.77777777777779
Shreeji Distributors - Hyderabad,6,80.0
Shreeji Distributors - Hyderabad,7,81.38888888888889
Shreeji Distributors - Hyderabad,8,83.75
Shreeji Distributors - Hyderabad,9,84.72222222222221
Shreeji Distributors - Hyderabad,10,87.08333333333333
Shreeji Distributors - Hyderabad,11,88.33333333333333
Shreeji Distributors - Hyderabad,12,89.72222222222223
Shreeji Distributors - Hyderabad,13,90.97222222222221
Shreeji Distributors - Hyderabad,14,91.94444444444444
Shreeji Distributors - Hyderabad,15,93.61111111111111
Shreeji Distributors - Hyderabad,16,95.27777777777777
Shreeji Distributors - Hyderabad,17,95.97222222222223
Shreeji Distributors - Hyderabad,18,96.52777777777779
Shreeji Distributors - Hyderabad,19,97.36111111111111
Shreeji Distributors - Hyderabad,20,97.91666666666666
Shreeji Distributors - Hyderabad,21,98.47222222222223
Shreeji Distributors - Hyderabad,22,98.88888888888889
Shreeji Distributors - Hyderabad,23,99.02777777777779
Shreeji Distributors - Hyderabad,24,99.16666666666667
Shreeji Distributors - Hyderabad,25,99.30555555555556
Shreeji Distributors - Hyderabad,26,99.58333333333333
Shreeji Distributors - Hyderabad,28,99.72222222222223
Shreeji Distributors - Hyderabad,29,100.0
Simba,0,6.805555555555555
Simba,1,17.083333333333332
Simba,2,22.083333333333332
Simba,3,24.86111111111111
Simba,4,26.805555555555554
Simba,5,28.61111111111111
Simba,6,30.833333333333336
Simba,7,33.19444444444444
Simba,8,35.833333333333336
Simba,9,38.75
Simba,10,42.36111111111111
Simba,11,45.83333333333333
Simba,12,49.861111111111114
Simba,13,53.19444444444444
Simba,14,55.41666666666667
Simba,15,56.666666666666664
Simba,16,58.88888888888889
Simba,17,60.416666666666664
Simba,18,62.083333333333336
Simba,19,64.02777777777777
Simba,20,66.25
Simba,21,68.61111111111111
Simba,22,70.41666666666667
Simba,23,71.80555555555556
Simba,24,73.61111111111111
Simba,25,75.83333333333333
Simba,26,78.05555555555556
Simba,27,79.16666666666666
Simba,28,80.41666666666667
Simba,29,81.66666666666667
Simba,30,83.05555555555556
Simba,31,83.88888888888889
Simba,32,85.13888888888889
Simba,33,86.11111111111111
Simba,34,86.80555555555556
Simba,35,87.36111111111111
Simba,36,88.19444444444444
Simba,37,88.61111111111111
Simba,38,88.88888888888889
Simba,39,89.02777777777777
Simba,40,89.72222222222223
Simba,41,90.0
Simba,42,90.13888888888889
Simba,43,90.83333333333333
Simba,44,91.25
Simba,45,91.94444444444444
Simba,46,92.08333333333333
Simba,47,92.22222222222223
Simba,49,92.5
Simba,50,92.63888888888889
Simba,51,92.77777777777779
Simba,69,93.05555555555556
Simba,70,93.61111111111111
Simba,71,94.30555555555556
Simba,72,94.72222222222221
Simba,73,95.69444444444444
Simba,74,95.97222222222223
Simba,75,96.38888888888889
Simba,76,96.52777777777779
Simba,77,97.22222222222221
Simba,78,97.63888888888889
Simba,79,97.77777777777777
Simba,80,98.19444444444444
Simba,81,98.88888888888889
Simba,82,99.02777777777779
Simba,83,99.30555555555556
Simba,84,99.44444444444444
Simba,85,99.86111111111111
Simba,86,100.0
Sri Alagu Pharma,0,8.61111111111111
Sri Alagu Pharma,1,21.38888888888889
Sri Alagu Pharma,2,26.944444444444443
Sri Alagu Pharma,3,31.944444444444443
Sri Alagu Pharma,4,40.833333333333336
Sri Alagu Pharma,5,47.22222222222222
Sri Alagu Pharma,6,56.388888888888886
Sri Alagu Pharma,7,62.22222222222222
Sri Alagu Pharma,8,68.05555555555556
Sri Alagu Pharma,9,73.05555555555556
Sri Alagu Pharma,10,80.0
Sri Alagu Pharma,11,85.0
Sri Alagu Pharma,12,89.72222222222223
Sri Alagu Pharma,13,92.22222222222223
Sri Alagu Pharma,14,94.16666666666667
Sri Alagu Pharma,15,95.83333333333334
Sri Alagu Pharma,16,96.94444444444444
Sri Alagu Pharma,17,98.33333333333333
Sri Alagu Pharma,18,99.16666666666667
Sri Alagu Pharma,19,99.72222222222223
Sri Alagu Pharma,26,100.0
Varma Medicals,0,43.888888888888886
Varma Medicals,1,60.416666666666664
Varma Medicals,2,65.55555555555556
Varma Medicals,3,71.25
Varma Medicals,4,76.52777777777777
Varma Medicals,5,81.80555555555556
Varma Medicals,6,86.66666666666667
Varma Medicals,7,90.83333333333333
Varma Medicals,8,93.61111111111111
Varma Medicals,9,95.55555555555556
Varma Medicals,10,97.77777777777777
Varma Medicals,11,99.02777777777779
Varma Medicals,12,99.72222222222223
Varma Medicals,13,100.0
Venkatesha,0,44.888888888888886
Venkatesha,1,87.1111111111111
Venkatesha,2,99.11111111111111
Venkatesha,3,100.0
